330808124,24,8938,C,9,4
330808124,19,6127,PH,9,2
330808124,19,9306,P,9,3
330808124,24,9426,P,7,3
330808124,19,8758,P,9,4
330809124,16,9466,LF,1,1
330809124,16,8678,RF,2,1
330809124,16,8868,1B,3,1
330809124,16,7232,CF,4,1
330809124,16,7459,3B,5,1
330809124,16,8784,C,6,1
330809124,16,8611,SS,7,1
330809124,16,8787,2B,8,1
330809124,16,9271,P,9,1
330809124,24,8953,2B,1,1
330809124,24,8402,3B,2,1
330809124,24,8649,RF,3,1
330809124,24,7311,LF,4,1
330809124,24,9100,1B,5,1
330809124,24,8938,C,6,1
330809124,24,8717,CF,7,1
330809124,24,8934,SS,8,1
330809124,24,8650,P,9,1
330809124,16,9481,PH,9,2
330809124,24,6513,P,9,2
330809124,16,8695,P,9,3
330809124,24,9070,PH,9,3
330809124,16,9185,P,9,4
330809124,24,9240,P,9,4
330809124,16,6796,PH,9,5
330809124,24,9383,P,9,5
330809124,16,8565,P,9,6
330809124,24,7801,P,9,6
330809124,16,7206,P,9,7
330809124,24,8831,PH,8,2
330809124,24,6132,PH,9,7
330810124,16,7232,CF,1,1
330810124,16,9466,LF,2,1
330810124,16,8868,1B,3,1
330810124,16,8784,C,4,1
330810124,16,8054,RF,5,1
330810124,16,8611,SS,6,1
330810124,16,6796,3B,7,1
330810124,16,8787,2B,8,1
330810124,16,7772,P,9,1
330810124,24,8953,2B,1,1
330810124,24,6132,RF,2,1
330810124,24,8649,1B,3,1
330810124,24,7311,LF,4,1
330810124,24,8402,3B,5,1
330810124,24,8717,CF,6,1
330810124,24,8101,C,7,1
330810124,24,8831,SS,8,1
330810124,24,9329,P,9,1
330810124,24,9383,P,9,2
330810124,16,8678,PH,9,2
330810124,24,9426,P,9,3
330810124,16,9185,P,9,3
330810124,24,9240,P,9,4
330810124,16,7276,PH,9,4
330810124,16,8630,PR,9,5
330810124,24,6513,P,9,5
330810124,16,8565,P,9,6
330810124,24,9070,PH,9,6
330810124,24,9408,P,9,7
330810124,16,7206,P,9,7
330811124,16,7232,CF,1,1
330811124,16,9466,LF,2,1
330811124,16,8868,1B,3,1
330811124,16,8784,C,4,1
330811124,16,8054,RF,5,1
330811124,16,7459,3B,6,1
330811124,16,8611,SS,7,1
330811124,16,8787,2B,8,1
330811124,16,7241,P,9,1
330811124,24,8953,2B,1,1
330811124,24,6132,RF,2,1
330811124,24,8649,1B-RF,3,1
330811124,24,7311,LF,4,1
330811124,24,8402,3B,5,1
330811124,24,8717,CF,6,1
330811124,24,8938,C,7,1
330811124,24,8934,SS,8,1
330811124,24,9212,P,9,1
330811124,24,9100,1B,2,2
330811124,24,9383,P,9,2
330811124,24,6513,P,9,3
330811124,16,9481,PH,9,2
330811124,16,9185,P,9,3
330811124,16,8695,P,9,4
330811124,24,9070,PH,9,4
330811124,24,9426,P,9,5
330811124,16,6641,PH-RF,5,2
330811124,16,8631,P,9,5
330811124,24,7801,P,5,2
330811124,24,8831,3B,9,6
330811124,16,7276,PH,9,6
330811124,16,8341,P,9,7
330813124,23,9118,LF,1,1
330813124,23,8571,2B,2,1
330813124,23,7977,CF,3,1
330813124,23,8645,3B,4,1
330813124,23,7628,C,5,1
330813124,23,8024,1B-RF,6,1
330813124,23,9489,RF,7,1
330813124,23,9198,SS,8,1
330813124,23,8270,P,9,1
330813124,24,8953,2B,1,1
330813124,24,6132,RF,2,1
330813124,24,8649,1B,3,1
330813124,24,7311,LF,4,1
330813124,24,8402,3B,5,1
330813124,24,8717,CF,6,1
330813124,24,8938,C,7,1
330813124,24,8934,SS,8,1
330813124,24,7048,P,9,1
330813124,23,8385,PH-1B,9,2
330813124,23,9272,P,7,2
330813124,24,9380,PH,9,2
330813124,24,9240,P,9,3
330813124,23,9221,P,7,3
330813124,24,9100,PH,7,2
330813124,24,8101,C,5,2
330813124,24,7801,P,7,3
330813124,24,8831,3B,9,4
330813124,23,8950,PH-RF,7,4
330813124,23,8458,P,6,2
330813124,23,8506,P,6,3
330813124,24,9212,PR,4,2
330813124,24,9070,PH-LF,7,4
330813124,24,9426,P,4,3
330813124,23,7231,PH-SS,6,4
330813124,24,9383,P,4,4
330813124,23,8763,P,8,2
330813124,23,9394,PH,8,3
330813124,24,9204,P,4,5
330813124,23,9073,P,8,4
330814124,23,9118,LF,1,1
330814124,23,9198,SS,2,1
330814124,23,7977,CF,3,1
330814124,23,8645,3B,4,1
330814124,23,8571,2B,5,1
330814124,23,8024,1B,6,1
330814124,23,9489,RF,7,1
330814124,23,9394,C,8,1
330814124,23,7504,P,9,1
330814124,24,8953,2B,1,1
330814124,24,6132,RF,2,1
330814124,24,8649,1B,3,1
330814124,24,7311,LF,4,1
330814124,24,8402,3B,5,1
330814124,24,8717,CF,6,1
330814124,24,8938,C,7,1
330814124,24,8934,SS,8,1
330814124,24,8871,P,9,1
330814124,24,9380,PH,9,2
330814124,24,9329,P,9,3
330814124,23,8385,1B,6,2
330814124,23,8647,RF,7,2
330814124,24,6513,P,9,4
330814124,24,8101,PH,9,5
330815124,23,9118,LF,1,1
330815124,23,8571,2B,2,1
330815124,23,7977,CF,3,1
330815124,23,8645,3B,4,1
330815124,23,7628,C,5,1
330815124,23,8024,1B,6,1
330815124,23,9489,RF,7,1
330815124,23,7231,SS,8,1
330815124,23,6314,P,9,1
330815124,24,8953,2B,1,1
330815124,24,8717,CF,2,1
330815124,24,7311,LF,3,1
330815124,24,8649,RF-1B,4,1
330815124,24,7345,C,5,1
330815124,24,9100,1B,6,1
330815124,24,8402,3B,7,1
330815124,24,8831,SS-3B,8,1
330815124,24,8650,P,9,1
330815124,23,8506,P,9,2
330815124,23,8385,PH-1B,6,2
330815124,24,9204,P,9,2
330815124,23,8647,PH-RF,7,2
330815124,24,9383,P,9,3
330815124,23,8950,PH,9,3
330815124,24,8934,SS,7,2
330815124,24,6513,P,9,4
330815124,23,9272,P,9,4
330815124,24,9240,P,9,5
330815124,23,9198,PH,9,5
330815124,23,8958,P,9,6
330815124,24,6132,PH,9,6
330815124,24,7801,P,9,7
330815124,23,9394,PH,9,7
330815124,23,9221,P,9,8
330815124,24,9426,P,6,2
330815124,24,9070,RF,9,8
330822124,15,8188,CF,1,1
330822124,15,8080,RF,2,1
330822124,15,8658,1B,3,1
330822124,15,8585,3B,4,1
330822124,15,7569,C,5,1
330822124,15,9356,LF,6,1
330822124,15,9201,SS,7,1
330822124,15,8204,2B,8,1
330822124,15,7636,P,9,1
330822124,24,8953,2B,1,1
330822124,24,6132,RF,2,1
330822124,24,7311,LF,3,1
330822124,24,8649,1B,4,1
330822124,24,8402,3B,5,1
330822124,24,8468,CF,6,1
330822124,24,8101,C,7,1
330822124,24,8934,SS,8,1
330822124,24,9212,P,9,1
330822124,15,7080,P,9,2
330822124,24,9100,PH,8,2
330822124,15,6447,P,9,3
330822124,24,8831,PH-SS,9,2
330822124,15,7333,PH,9,4
330822124,24,9426,P,8,3
330822124,15,8840,P,9,5
330822124,24,9329,P,8,4
330822124,24,9103,PH,8,5
330822124,24,9240,P,8,6
330822124,15,9451,PH,9,6
330823124,15,8188,LF-RF,1,1
330823124,15,8080,RF,2,1
330823124,15,8658,1B,3,1
330823124,15,8585,3B,4,1
330823124,15,7569,C,5,1
330823124,15,9201,SS,6,1
330823124,15,7333,CF,7,1
330823124,15,8204,2B,8,1
330823124,15,8475,P,9,1
330823124,24,8953,3B-2B,1,1
330823124,24,6132,RF,2,1
330823124,24,7311,LF,3,1
330823124,24,8649,1B,4,1
330823124,24,7345,C,5,1
330823124,24,8717,CF,6,1
330823124,24,9103,2B,7,1
330823124,24,8831,SS-3B,8,1
330823124,24,7048,P,9,1
330823124,15,9356,LF,2,2
330823124,15,6447,P,9,2
330823124,24,8402,PH,7,2
330823124,15,9451,PH,9,3
330823124,24,8934,SS,7,3
330823124,15,8978,P,9,4
330824124,15,8188,LF-CF,1,1
330824124,15,8080,RF,2,1
330824124,15,8658,1B,3,1
330824124,15,8585,3B,4,1
330824124,15,7569,C,5,1
330824124,15,9201,SS,6,1
330824124,15,7333,CF,7,1
330824124,15,8204,2B,8,1
330824124,15,8846,P,9,1
330824124,24,8953,3B,1,1
330824124,24,6132,RF,2,1
330824124,24,7311,LF,3,1
330824124,24,8649,1B,4,1
330824124,24,7345,C,5,1
330824124,24,8717,CF,6,1
330824124,24,9103,2B,7,1
330824124,24,8831,SS,8,1
330824124,24,8871,P,9,1
330824124,24,8468,PH-LF,9,2
330824124,15,8978,P,7,2
330824124,15,9451,LF,9,2
330824124,15,9233,P,7,3
330824124,24,9240,P,3,2
330824124,15,8840,P,7,4
330824124,24,9100,PH,3,3
330824124,24,6513,P,3,4
330824124,24,9383,P,3,5
330824124,15,7129,PH,7,5
330824124,24,7801,P,3,6
330825124,15,8188,CF-RF,1,1
330825124,15,8204,2B,2,1
330825124,15,8658,1B,3,1
330825124,15,8080,RF-LF,4,1
330825124,15,7129,C,5,1
330825124,15,9451,LF,6,1
330825124,15,9201,SS,7,1
330825124,15,8245,3B,8,1
330825124,15,8781,P,9,1
330825124,24,8953,2B,1,1
330825124,24,6132,RF,2,1
330825124,24,7311,LF,3,1
330825124,24,8649,1B,4,1
330825124,24,7345,C,5,1
330825124,24,8402,3B,6,1
330825124,24,8468,CF,7,1
330825124,24,8934,SS,8,1
330825124,24,8650,P,9,1
330825124,15,9476,RF,6,2
330825124,24,9103,PH,9,2
330825124,24,6513,P,9,3
330825124,24,9329,P,9,4
330825124,15,9233,P,9,2
330825124,15,8622,P,6,3
330825124,15,7333,CF,9,3
330825124,24,8717,PH,7,2
330825124,24,8831,PH,8,2
330826124,17,7498,CF,1,1
330826124,17,8629,3B,2,1
330826124,17,7946,1B,3,1
330826124,17,6857,2B,4,1
330826124,17,8171,RF,5,1
330826124,17,6862,LF,6,1
330826124,17,8851,C,7,1
330826124,17,8628,SS,8,1
330826124,17,8680,P,9,1
330826124,24,8953,2B,1,1
330826124,24,8717,CF,2,1
330826124,24,7311,LF,3,1
330826124,24,8649,RF,4,1
330826124,24,7345,C,5,1
330826124,24,9100,1B,6,1
330826124,24,8402,3B,7,1
330826124,24,8831,SS-3B,8,1
330826124,24,9401,P,9,1
330826124,24,9103,PH,9,2
330826124,24,9376,P,9,3
330826124,24,6132,PH,9,4
330826124,17,8069,P,9,2
330826124,17,9163,P,9,3
330826124,24,9383,P,9,5
330826124,17,8703,P,6,2
330826124,17,8617,LF,9,4
330826124,24,7801,P,7,2
330826124,24,8934,SS,9,6
330827124,17,7498,CF,1,1
330827124,17,8629,3B,2,1
330827124,17,7946,1B,3,1
330827124,17,6857,2B,4,1
330827124,17,8171,RF,5,1
330827124,17,6862,LF,6,1
330827124,17,8851,C,7,1
330827124,17,8628,SS,8,1
330827124,17,8529,P,9,1
330827124,24,8953,2B,1,1
330827124,24,6132,RF,2,1
330827124,24,7311,LF,3,1
330827124,24,8649,1B,4,1
330827124,24,7345,C,5,1
330827124,24,8402,3B,6,1
330827124,24,8717,CF,7,1
330827124,24,8831,SS,8,1
330827124,24,9212,P,9,1
330827124,24,9426,P,9,2
330827124,17,8069,P,9,2
330827124,24,9100,PH,9,3
330827124,24,9240,P,9,4
330827124,17,7975,P,6,2
330827124,17,8617,LF,9,3
330827124,24,8468,PR-LF,3,2
330827124,24,9103,PH,9,5
330827124,24,9383,P,9,6
330828124,17,7498,CF,1,1
330828124,17,6857,2B,2,1
330828124,17,7946,1B,3,1
330828124,17,8171,RF,4,1
330828124,17,6862,LF,5,1
330828124,17,8629,3B,6,1
330828124,17,8628,SS,7,1
330828124,17,8127,C,8,1
330828124,17,7944,P,9,1
330828124,24,8953,2B,1,1
330828124,24,8717,CF,2,1
330828124,24,7311,LF,3,1
330828124,24,8649,1B,4,1
330828124,24,6132,RF,5,1
330828124,24,8402,3B,6,1
330828124,24,8101,C,7,1
330828124,24,8831,SS,8,1
330828124,24,7048,P,9,1
330828124,24,9329,P,9,2
330828124,24,9103,2B,1,2
330828124,24,9100,1B,3,2
330828124,24,8468,RF,4,2
330828124,24,8934,LF,5,2
330828124,17,7774,PH-3B-1B,6,2
330828124,24,9408,P,9,3
330828124,17,6638,PH-3B,3,2
330828124,24,8739,P,9,4
330828124,17,8617,RF,4,2
330828124,17,9163,P,9,2
330828124,17,8467,PH-LF,5,2
330828124,17,8737,P,9,3
