330823124,15,8204,2B,8
330823124,15,8978,P,9
330823124,24,8953,3B-2B,1
330823124,24,6132,RF,2
330823124,24,7311,LF,3
330823124,24,8649,1B,4
330823124,24,7345,C,5
330823124,24,8717,CF,6
330823124,24,8934,SS,7
330823124,24,8831,SS-3B,8
330823124,24,7048,P,9
330824124,15,8188,LF-CF,1
330824124,15,8080,RF,2
330824124,15,8658,1B,3
330824124,15,8585,3B,4
330824124,15,7569,C,5
330824124,15,9201,SS,6
330824124,15,7129,PH,7
330824124,15,8204,2B,8
330824124,15,9451,LF,9
330824124,24,8953,3B,1
330824124,24,6132,RF,2
330824124,24,7801,P,3
330824124,24,8649,1B,4
330824124,24,7345,C,5
330824124,24,8717,CF,6
330824124,24,9103,2B,7
330824124,24,8831,SS,8
330824124,24,8468,PH-LF,9
330825124,15,8188,CF-RF,1
330825124,15,8204,2B,2
330825124,15,8658,1B,3
330825124,15,8080,RF-LF,4
330825124,15,7129,C,5
330825124,15,8622,P,6
330825124,15,9201,SS,7
330825124,15,8245,3B,8
330825124,15,7333,CF,9
330825124,24,8953,2B,1
330825124,24,6132,RF,2
330825124,24,7311,LF,3
330825124,24,8649,1B,4
330825124,24,7345,C,5
330825124,24,8402,3B,6
330825124,24,8717,PH,7
330825124,24,8831,PH,8
330825124,24,9329,P,9
330826124,17,7498,CF,1
330826124,17,8629,3B,2
330826124,17,7946,1B,3
330826124,17,6857,2B,4
330826124,17,8171,RF,5
330826124,17,8703,P,6
330826124,17,8851,C,7
330826124,17,8628,SS,8
330826124,17,8617,LF,9
330826124,24,8953,2B,1
330826124,24,8717,CF,2
330826124,24,7311,LF,3
330826124,24,8649,RF,4
330826124,24,7345,C,5
330826124,24,9100,1B,6
330826124,24,7801,P,7
330826124,24,8831,SS-3B,8
330826124,24,8934,SS,9
330827124,17,7498,CF,1
330827124,17,8629,3B,2
330827124,17,7946,1B,3
330827124,17,6857,2B,4
330827124,17,8171,RF,5
330827124,17,7975,P,6
330827124,17,8851,C,7
330827124,17,8628,SS,8
330827124,17,8617,LF,9
330827124,24,8953,2B,1
330827124,24,6132,RF,2
330827124,24,8468,PR-LF,3
330827124,24,8649,1B,4
330827124,24,7345,C,5
330827124,24,8402,3B,6
330827124,24,8717,CF,7
330827124,24,8831,SS,8
330827124,24,9383,P,9
330828124,17,7498,CF,1
330828124,17,6857,2B,2
330828124,17,6638,PH-3B,3
330828124,17,8617,RF,4
330828124,17,8467,PH-LF,5
330828124,17,7774,PH-3B-1B,6
330828124,17,8628,SS,7
330828124,17,8127,C,8
330828124,17,8737,P,9
330828124,24,9103,2B,1
330828124,24,8717,CF,2
330828124,24,9100,1B,3
330828124,24,8468,RF,4
330828124,24,8934,LF,5
330828124,24,8402,3B,6
330828124,24,8101,C,7
330828124,24,8831,SS,8
330828124,24,8739,P,9
